,0
return,0.04644736107503466
rsi_14,0.0449227110433161
%Deliverble,0.04474403099857096
vol_10,0.04285029113160976
Trades,0.04223291512570767
vol_20,0.0420481083181431
bb_width,0.04135361570940162
Turnover,0.04106587333454751
Deliverable Volume,0.04009391348382175
Volume,0.03929779531756285
macd,0.03852844377220977
macd_signal,0.038221577855170025
Close_lag_5,0.0329073212169038
Close_lag_3,0.032065638936464295
Close_lag_2,0.030243457524390695
bb_lower,0.030119305221200786
Close_lag_4,0.02997600010684333
bb_upper,0.028509726489550347
sma_10,0.027672813329219396
Low,0.027478873792203058
ema_26,0.026907197655714445
Close_lag_1,0.026712833188722952
Close,0.02623580322180792
Prev Close,0.026046309337480502
Open,0.025924513410796234
sma_20,0.025817542551032545
VWAP,0.02576804346126802
High,0.025505961244578098
ema_12,0.025180416501091388
Last,0.02512160564563642
