,0
return,0.04839280159991815
Deliverable Volume,0.04698444275129443
Trades,0.045624516662037394
rsi_14,0.04531301767312594
%Deliverble,0.04527201252223781
bb_width,0.0451581221335548
vol_10,0.04358051690293612
Volume,0.04274068587876203
Turnover,0.04141326342479294
macd,0.041005457009434136
vol_20,0.04040302499576942
macd_signal,0.040046667722223435
Close_lag_5,0.030747273265448096
Close_lag_4,0.029283642158349495
bb_lower,0.02918644122307927
Close_lag_2,0.0288320077780484
Close_lag_3,0.0283787746946934
bb_upper,0.027787909869985025
Close,0.02601145785042921
ema_26,0.025856607871974645
sma_20,0.025592755803577037
Open,0.02559005600709681
High,0.02558526436370685
Last,0.025392421047652766
Prev Close,0.02517621867487872
Low,0.02497867892831102
VWAP,0.024869265687120716
Close_lag_1,0.024476370579172953
sma_10,0.023624473200871462
ema_12,0.022695851719517508
